yearmonth,IUCR,Primary Type,Description,FBI Code,count
2003-12,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,18,72
2004-02,2012,NARCOTICS,MANU/DELIVER:COCAINE,18,21
2004-03,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),18,24
2004-03,0865,THEFT,DELIVERY CONTAINER THEFT,06,3
2004-05,1320,CRIMINAL DAMAGE,TO VEHICLE,14,2195
2004-07,0486,BATTERY,DOMESTIC BATTERY SIMPLE,08B,3747
2004-05,3750,INTERFERENCE WITH PUBLIC OFFICER,ESCAPE,24,3
2004-04,1090,ARSON,ATTEMPT ARSON,09,7
2002-12,1515,PROSTITUTION,PANDERING,16,1
2003-06,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,16,346
2003-06,1661,GAMBLING,GAME/DICE,19,86
2003-06,0865,THEFT,DELIVERY CONTAINER THEFT,06,8
2003-05,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,15,10
2003-05,3750,INTERFERENCE WITH PUBLIC OFFICER,ESCAPE,24,3
2003-07,500N,OTHER OFFENSE,ABUSE/NEGLECT: CARE FACILITY,26,2
2003-10,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,20,111
2003-10,2017,NARCOTICS,MANU/DELIVER:CRACK,18,197
2003-10,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,18,49
2003-09,0261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,02,10
2003-05,0843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,06,1
2003-08,1512,PROSTITUTION,SOLICIT FOR PROSTITUTE,16,2
2003-12,2026,NARCOTICS,POSS: PCP,18,23
2003-12,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,26,28
2004-02,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,04B,68
2004-01,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,26,22
2004-03,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,18,1669
2004-02,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",07,5
2004-03,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,26,258
2004-03,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,24,7
2004-03,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,22,47
2003-12,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,11,7
2004-01,1900,OTHER NARCOTIC VIOLATION,INTOXICATING COMPOUNDS,18,1
2004-02,041B,BATTERY,AGGRAVATED: OTHER FIREARM,04B,2
2004-05,1513,PROSTITUTION,SOLICIT FOR BUSINESS,16,185
2004-04,1205,DECEPTIVE PRACTICE,"THEFT BY LESSEE,NON-VEH",11,4
2004-06,0264,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER DANG WEAPON,02,2
2003-02,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,02,3
2003-11,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,14,104
2003-09,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,10,52
2003-08,1525,PROSTITUTION,PATRONIZING A PROSTITUTE,16,6
2003-10,1185,DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,11,2
2004-01,0890,THEFT,FROM BUILDING,06,1474
2004-02,2027,NARCOTICS,POSS: CRACK,18,1017
2004-02,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",07,182
2004-04,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,03,16
2003-02,0552,ASSAULT,AGGRAVATED PO:KNIFE/CUT INSTR,04A,2
2003-05,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,11,56
2003-07,041B,BATTERY,AGGRAVATED: OTHER FIREARM,04B,16
2003-05,1631,GAMBLING,WIREROOM/SPORTS,19,1
2003-10,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,26,216
2003-10,0550,ASSAULT,AGGRAVATED PO: HANDGUN,04A,8
2003-11,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",07,6
2001-01,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,17,2
2004-03,0453,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,04B,14
2004-03,1513,PROSTITUTION,SOLICIT FOR BUSINESS,16,181
2004-02,1585,SEX OFFENSE,OTHER,17,1
2004-02,1205,DECEPTIVE PRACTICE,"THEFT BY LESSEE,NON-VEH",11,1
2004-06,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,04B,26
2004-03,1512,PROSTITUTION,SOLICIT FOR PROSTITUTE,16,2
2003-06,1375,CRIMINAL DAMAGE,INSTITUTIONAL VANDALISM,14,5
2003-07,142A,WEAPONS VIOLATION,UNLAWFUL SALE HANDGUN,15,1
2003-07,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,26,22
2003-06,1566,SEX OFFENSE,INDECENT SOLICITATION/ADULT,17,1
2003-05,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,04B,1
2003-10,1025,ARSON,AGGRAVATED,09,12
2003-10,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,26,60
2004-02,1365,CRIMINAL TRESPASS,TO RESIDENCE,26,134
2004-02,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,02,12
2004-02,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,17,52
2004-03,4510,OTHER OFFENSE,PROBATION VIOLATION,26,3
2004-01,2020,NARCOTICS,POSS: AMPHETAMINES,18,2
2004-05,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,14,51
2004-06,2094,NARCOTICS,ATTEMPT POSSESSION CANNABIS,18,38
2004-04,0937,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: CYCLE, SCOOTER, BIKE W-VIN",07,3
2004-03,0488,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDGUN,04B,2
2004-03,3760,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,24,1
2004-06,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),18,15
2004-07,0840,THEFT,FINANCIAL ID THEFT: OVER $300,06,265
2003-03,1507,PROSTITUTION,SOLICIT OFF PUBLIC WAY,16,1
2003-08,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,07,1442
2003-06,1570,SEX OFFENSE,PUBLIC INDECENCY,17,68
2003-06,041B,BATTERY,AGGRAVATED: OTHER FIREARM,04B,15
2003-08,2094,NARCOTICS,ATTEMPT POSSESSION CANNABIS,18,18
2003-11,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,04B,88
2003-11,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,15,224
2003-11,0865,THEFT,DELIVERY CONTAINER THEFT,06,11
2003-11,2840,PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,24,8
2003-10,4220,KIDNAPPING,AGGRAVATED,26,3
2003-08,0265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,02,1
2004-02,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,15,12
2004-03,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,03,12
2004-04,3100,PUBLIC PEACE VIOLATION,MOB ACTION,24,6
2004-04,0870,THEFT,POCKET-PICKING,06,158
2004-05,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,26,41
2004-04,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,11,103
2004-06,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,03,53
2004-07,0483,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,04B,5
2004-06,4740,OTHER OFFENSE,UNLAWFUL USE OF BODY ARMOR,26,1
2003-07,0650,BURGLARY,HOME INVASION,05,46
2003-08,041A,BATTERY,AGGRAVATED: HANDGUN,04B,270
2003-07,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,11,15
2003-06,0264,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER DANG WEAPON,02,2
2003-09,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,26,273
2003-08,1585,SEX OFFENSE,OTHER,17,1
2003-09,1010,ARSON,BY EXPLOSIVE,09,1
2004-03,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,08B,73
2004-02,1120,DECEPTIVE PRACTICE,FORGERY,10,108
2004-03,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,03,47
2003-12,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,17,41
2004-02,1791,OFFENSE INVOLVING CHILDREN,HARBOR RUNAWAY,20,1
2004-02,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,12,6
2003-12,1622,GAMBLING,BOLITA OR BOLI PUL/WRITER,19,1
2004-06,0870,THEFT,POCKET-PICKING,06,175
2004-04,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,24,7
2003-06,041A,BATTERY,AGGRAVATED: HANDGUN,04B,319
2003-05,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,26,99
2003-07,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,17,33
2003-08,041B,BATTERY,AGGRAVATED: OTHER FIREARM,04B,22
2003-06,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,26,32
2003-06,1505,PROSTITUTION,CALL OPERATION,16,1
2003-10,0275,CRIM SEXUAL ASSAULT,ATTEMPT AGG: OTHER,02,1
2003-10,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,04B,115
2004-01,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,18,53
2004-02,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),18,112
2003-12,2900,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,15,18
2003-12,1626,GAMBLING,ILLEGAL ILL LOTTERY,19,2
2004-01,4310,OTHER OFFENSE,POSSESSION OF BURGLARY TOOLS,26,6
2004-01,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,26,181
2004-01,1025,ARSON,AGGRAVATED,09,18
2003-12,031B,ROBBERY,ARMED: OTHER FIREARM,03,8
2004-07,0870,THEFT,POCKET-PICKING,06,185
2004-06,0489,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER FIREARM,04B,2
2004-06,1525,PROSTITUTION,PATRONIZING A PROSTITUTE,16,7
2004-06,4388,OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,26,6
2004-06,0935,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",07,31
2003-01,1511,PROSTITUTION,IN TAVERN,16,1
2003-07,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,11,80
2003-06,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,26,338
2003-07,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,20,12
2003-06,0275,CRIM SEXUAL ASSAULT,ATTEMPT AGG: OTHER,02,3
2003-06,1010,ARSON,BY EXPLOSIVE,09,2
2003-08,3800,INTERFERENCE WITH PUBLIC OFFICER,INTERFERENCE JUDICIAL PROCESS,26,13
2003-10,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,15,276
2003-08,500N,OTHER OFFENSE,ABUSE/NEGLECT: CARE FACILITY,26,1
2004-01,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,12,14
2004-03,2024,NARCOTICS,POSS: HEROIN(WHITE),18,570
2003-11,2070,NARCOTICS,DEL CONT SUBS TO PERSON <18,18,1
2003-11,3966,INTIMIDATION,EDUCATIONAL INTIMIDAITON,26,1
2004-04,1626,GAMBLING,ILLEGAL ILL LOTTERY,19,5
2004-04,0461,BATTERY,AGG PO HANDS ETC SERIOUS INJ,04B,2
2003-04,1260,DECEPTIVE PRACTICE,LIBRARY THEFT,11,1
2003-03,1565,SEX OFFENSE,INDECENT SOLICITATION/CHILD,17,3
2003-05,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,15,97
2003-08,4625,OTHER OFFENSE,PAROLE VIOLATION,26,1
2003-07,4240,KIDNAPPING,FORCIBLE DETENTION,26,1
2003-09,0650,BURGLARY,HOME INVASION,05,23
2003-09,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,04B,17
2003-09,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,17,28
2003-08,1520,PROSTITUTION,KEEP PLACE OF PROSTITUTION,16,2
2003-11,0450,BATTERY,AGGRAVATED PO: HANDGUN,04B,3
2003-10,031A,ROBBERY,ARMED - HANDGUN,03,1
2003-09,1205,DECEPTIVE PRACTICE,"THEFT BY LESSEE,NON-VEH",11,1
2003-12,1365,CRIMINAL TRESPASS,TO RESIDENCE,26,135
2003-11,1507,PROSTITUTION,SOLICIT OFF PUBLIC WAY,16,1
2004-03,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,24,19
2003-12,051B,ASSAULT,AGGRAVATED: OTHER FIREARM,04A,13
2004-02,0557,ASSAULT,AGG PRO.EMP:KNIFE/CUTTING INST,04A,2
2004-06,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,11,179
2004-04,1791,OFFENSE INVOLVING CHILDREN,HARBOR RUNAWAY,20,2
2004-05,1370,CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,14,3
2004-05,0261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,02,9
2004-07,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,03,83
2004-03,0482,BATTERY,AGG PRO.EMP:KNIFE/CUTTING INST,04B,1
2004-07,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,15,11
2004-04,1512,PROSTITUTION,SOLICIT FOR PROSTITUTE,16,2
2003-05,1120,DECEPTIVE PRACTICE,FORGERY,10,132
2003-05,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,22,49
2003-08,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,26,154
2003-09,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,11,160
2003-11,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,24,7
2003-09,0271,CRIM SEXUAL ASSAULT,ATTEMPT AGG: HANDGUN,02,1
2003-12,0925,MOTOR VEHICLE THEFT,"ATT: TRUCK, BUS, MOTOR HOME",07,14
2003-12,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,03,5
2004-02,1651,GAMBLING,GAME/CARDS,19,7
2004-07,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,11,152
2004-05,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,24,105
2004-04,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,20,8
2004-06,1520,PROSTITUTION,KEEP PLACE OF PROSTITUTION,16,2
2004-04,1151,DECEPTIVE PRACTICE,ILLEGAL POSSESSION CASH CARD,11,5
2003-07,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,07,91
2003-07,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,18,39
2003-05,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,11,11
2003-06,1151,DECEPTIVE PRACTICE,ILLEGAL POSSESSION CASH CARD,11,8
2003-07,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,26,4
2003-06,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,26,8
2003-10,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,03,17
2003-09,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,15,18
2003-09,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,20,15
2003-11,0266,CRIM SEXUAL ASSAULT,PREDATORY,02,9
2004-02,0840,THEFT,FINANCIAL ID THEFT: OVER $300,06,278
2004-02,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,11,45
2004-03,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,14,134
2004-02,0320,ROBBERY,STRONG ARM - NO WEAPON,03,2
2004-05,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,11,154
2004-05,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,15,247
2004-04,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,17,34
2004-06,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,26,6
2004-05,0487,BATTERY,AGGRAVATED OF A UNBORN CHILD,04B,1
2003-05,051A,ASSAULT,AGGRAVATED: HANDGUN,04A,269
2003-06,2026,NARCOTICS,POSS: PCP,18,5
2003-06,1530,PROSTITUTION,PIMPING,16,1
2003-06,2050,NARCOTICS,CRIMINAL DRUG CONSPIRACY,18,2
2003-06,3750,INTERFERENCE WITH PUBLIC OFFICER,ESCAPE,24,4
2003-08,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,18,52
2003-09,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,22,28
2003-09,1680,GAMBLING,OTHER,19,15
2003-09,0489,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER FIREARM,04B,1
2003-05,0262,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER FIREARM,02,1
2003-08,1450,WEAPONS VIOLATION,DEFACE IDENT MARKS OF FIREARM,15,1
2004-02,1200,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,13,14
2004-02,1720,OFFENSE INVOLVING CHILDREN,CONTRIBUTE DELINQUENCY OF A CHILD,20,5
2004-04,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,26,48
2004-04,5011,OTHER OFFENSE,LICENSE VIOLATION,26,17
2004-06,0925,MOTOR VEHICLE THEFT,"ATT: TRUCK, BUS, MOTOR HOME",07,9
2004-10,2820,OTHER OFFENSE,TELEPHONE THREAT,26,771
2004-10,0580,STALKING,SIMPLE,08A,18
2004-09,2015,NARCOTICS,MANU/DELIVER: HALLUCINOGEN,18,10
2004-10,0865,THEFT,DELIVERY CONTAINER THEFT,06,11
2004-09,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,26,17
2004-07,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,24,3
2005-01,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,16,349
2004-12,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,18,49
2005-04,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,03,16
2005-03,1245,DECEPTIVE PRACTICE,PAY TV SERVICE OFFENSES,11,2
2005-02,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,02,1
2005-06,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,06,86
2005-03,0487,BATTERY,AGGRAVATED OF A UNBORN CHILD,04B,1
2005-07,0610,BURGLARY,FORCIBLE ENTRY,05,1598
2005-09,031B,ROBBERY,ARMED: OTHER FIREARM,03,9
2004-07,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,04A,208
2004-06,1680,GAMBLING,OTHER,19,4
2004-08,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,08B,28
2004-09,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,14,111
2004-10,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,11,13
2004-07,1565,SEX OFFENSE,INDECENT SOLICITATION/CHILD,17,8
2004-09,031A,ROBBERY,ARMED - HANDGUN,03,3
2004-08,2090,NARCOTICS,ALTER/FORGE PRESCRIPTION,18,3
2004-07,0461,BATTERY,AGG PO HANDS ETC SERIOUS INJ,04B,1
2004-12,1320,CRIMINAL DAMAGE,TO VEHICLE,14,1771
2004-12,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,26,22
2004-11,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,17,11
2004-11,5003,OTHER OFFENSE,OTHER ARSON/EXPLOSIVE INCIDENT,26,1
2005-03,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,04B,19
2005-03,2110,NARCOTICS,POS: HYPODERMIC NEEDLE,18,5
2005-01,2016,NARCOTICS,MANU/DELIVER:PCP,18,1
2005-09,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,15,11
2005-08,2012,NARCOTICS,MANU/DELIVER:COCAINE,18,20
2005-07,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,04B,26
2005-07,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,02,17
2004-08,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,26,30
2004-09,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,15,19
2004-10,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,03,57
2004-10,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,15,10
2004-08,0557,ASSAULT,AGG PRO.EMP:KNIFE/CUTTING INST,04A,4
2004-10,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,26,59
2004-08,0895,THEFT,FROM COIN-OP MACHINE/DEVICE,06,11
2004-07,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,22,7
2004-12,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,08B,20
2004-11,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,16,404
2005-01,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,11,46
2005-02,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,16,362
2005-04,2017,NARCOTICS,MANU/DELIVER:CRACK,18,210
2005-05,0935,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",07,23
2005-03,1110,DECEPTIVE PRACTICE,BOGUS CHECK,11,63
2005-05,0650,BURGLARY,HOME INVASION,05,18
2005-04,1590,SEX OFFENSE,ATT AGG CRIMINAL SEXUAL ABUSE,17,2
2005-07,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,17,9
2005-08,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",11,25
2005-09,1110,DECEPTIVE PRACTICE,BOGUS CHECK,11,105
2004-07,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,03,51
2004-07,2024,NARCOTICS,POSS: HEROIN(WHITE),18,593
2004-07,4860,OTHER OFFENSE,BOARD PLANE WITH WEAPON,26,1
2004-08,0556,ASSAULT,AGG PRO.EMP: OTHER FIREARM,04A,1
2005-02,1360,CRIMINAL TRESPASS,TO VEHICLE,26,41
2004-11,0330,ROBBERY,AGGRAVATED,03,63
2004-11,4510,OTHER OFFENSE,PROBATION VIOLATION,26,11
2005-02,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),18,119
2005-05,2017,NARCOTICS,MANU/DELIVER:CRACK,18,229
2005-04,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",11,16
2005-04,0925,MOTOR VEHICLE THEFT,"ATT: TRUCK, BUS, MOTOR HOME",07,7
2005-03,0331,ROBBERY,ATTEMPT: AGGRAVATED,03,2
2005-06,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,05,100
2005-03,1185,DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,11,1
2005-04,2016,NARCOTICS,MANU/DELIVER:PCP,18,1
2005-08,2820,OTHER OFFENSE,TELEPHONE THREAT,26,901
2005-07,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),18,16
2005-08,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,14,190
2005-09,1025,ARSON,AGGRAVATED,09,9
2005-08,1365,CRIMINAL TRESPASS,TO RESIDENCE,26,145
2005-07,3000,PUBLIC PEACE VIOLATION,SELL/ADVERTISE FIREWORKS,26,3
2004-06,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,02,4
2004-09,0865,THEFT,DELIVERY CONTAINER THEFT,06,11
2004-08,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,20,27
2004-10,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,04B,145
2004-08,0450,BATTERY,AGGRAVATED PO: HANDGUN,04B,5
2004-09,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,11,16
2004-08,1512,PROSTITUTION,SOLICIT FOR PROSTITUTE,16,8
2004-07,0274,CRIM SEXUAL ASSAULT,ATTEMPT AGG: OTHER DANG WEAPON,02,1
2004-11,0850,THEFT,ATTEMPT THEFT,06,60
2004-11,0843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,06,11
2005-02,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,20,13
2004-12,1626,GAMBLING,ILLEGAL ILL LOTTERY,19,1
2005-06,031A,ROBBERY,ARMED: HANDGUN,03,461
2005-02,1370,CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,14,1
2005-02,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,02,4
2005-09,031A,ROBBERY,ARMED - HANDGUN,03,3
2005-07,1507,PROSTITUTION,SOLICIT OFF PUBLIC WAY,16,2
2004-09,1120,DECEPTIVE PRACTICE,FORGERY,10,109
2004-09,1110,DECEPTIVE PRACTICE,BOGUS CHECK,11,80
2004-07,2860,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,24,13
2004-10,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,04B,28
2004-08,1135,DECEPTIVE PRACTICE,INSURANCE FRAUD,11,1
2004-09,0271,CRIM SEXUAL ASSAULT,ATTEMPT AGG: HANDGUN,02,1
2004-09,1525,PROSTITUTION,PATRONIZING A PROSTITUTE,16,6
2004-10,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,22,11
2005-01,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,15,12
2005-01,4220,KIDNAPPING,AGGRAVATED,26,4
2005-01,1255,DECEPTIVE PRACTICE,UNIDENTIFIABLE RECORDING SOUND,11,1
2005-03,2027,NARCOTICS,POSS: CRACK,18,1057
2005-04,1850,NARCOTICS,CANNABIS PLANT,18,2
2005-04,1025,ARSON,AGGRAVATED,09,12
2005-06,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,10,44
2005-06,1525,PROSTITUTION,PATRONIZING A PROSTITUTE,16,4
2005-09,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,17,8
2005-07,502T,OTHER OFFENSE,TAMPER WITH MOTOR VEHICLE,26,5
2004-07,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,26,38
2004-09,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,11,56
2004-10,0843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,06,30
2004-07,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,26,10
